student id,Gender,scores submitted,SAT Reading Writing Range,SAT Math Range,ACT Composite Range,High School Ranking,GPA Range,Out of State Flag,Housing,Non-Traditional Student,Transfer Student,Full-Time
649-05-3459,Male,ACT,,,18-23,,3.75+,No,Off-Campus,No,No,Yes
382-32-6238,Male,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
168-15-8196,Female,ACT,,,18-23,,3.25-3.49,No,Off-Campus,No,No,No
621-04-6863,Female,ACT,,,12-17,,2.50-2.99,Yes,College Owned/Operated,No,No,Yes
908-99-7727,Female,ACT,,,18-23,,2.0-2.49,No,Off-Campus,No,No,Yes
374-79-2797,Male,SAT,500-599,500-599,,,3.50-3.74,No,College Owned/Operated,No,No,Yes
259-27-3648,Female,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,No
137-65-3696,Female,ACT,,,18-23,Top 10,3.00-3.24,No,Off-Campus,No,No,No
596-77-1850,Male,SAT,400-499,500-599,,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
362-90-1277,Male,ACT,,,18-23,Top Quarter,3.00-3.24,No,College Owned/Operated,No,No,Yes
606-54-1991,Male,ACT,,,12-17,Top 10,2.0-2.49,No,College Owned/Operated,No,No,Yes
298-11-2275,Male,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,Yes
437-89-2948,Female,ACT,,,12-17,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
150-01-4585,Female,ACT,,,30-36,Top Half,3.75+,No,Off-Campus,No,No,Yes
100-17-9118,Female,ACT,,,12-17,Top Quarter,3.75+,No,Off-Campus,No,No,Yes
335-15-8289,Female,SAT,500-599,500-599,,,3.00-3.24,No,Off-Campus,No,No,Yes
812-56-8701,Female,SAT,500-599,400-499,,Top Half,3.50-3.74,No,College Owned/Operated,No,Yes,Yes
353-07-9725,Female,SAT,500-599,500-599,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
963-71-2243,Male,ACT,,,30-36,Bottom Half,3.75+,No,College Owned/Operated,No,No,Yes
127-20-2853,Trans,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,Yes
510-32-2791,Male,ACT,,,24-29,,3.50-3.74,No,Off-Campus,No,No,Yes
734-89-6305,Male,SAT,600-699,600-699,,,3.25-3.49,No,Off-Campus,No,No,No
074-76-9943,Male,ACT,,,18-23,Bottom Half,3.75+,No,College Owned/Operated,No,No,Yes
002-60-6829,Male,SAT,500-599,500-599,,Top 10,3.00-3.24,Yes,College Owned/Operated,No,Yes,Yes
599-27-9755,Male,ACT,,,18-23,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
641-02-4161,Not Disclosed,SAT,600-699,400-499,,,3.00-3.24,No,College Owned/Operated,No,Yes,No
368-45-6115,Female,ACT,,,18-23,Bottom Half,3.75+,No,College Owned/Operated,No,Yes,Yes
595-81-0860,Male,ACT,,,30-36,Top Quarter,3.75+,No,Off-Campus,No,No,No
333-37-3044,Male,ACT,,,24-29,,3.00-3.24,No,Off-Campus,No,Yes,Yes
636-57-8397,Female,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,Yes
860-34-6433,Female,ACT,,,24-29,,3.00-3.24,No,College Owned/Operated,Yes,No,No
063-35-0490,Female,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,No,Yes
918-43-3586,Female,ACT,,,12-17,,3.50-3.74,No,College Owned/Operated,No,No,Yes
490-87-8454,Male,SAT,500-599,500-599,,Top Quarter,2.0-2.49,No,College Owned/Operated,No,No,Yes
788-16-2602,Male,ACT,,,24-29,,2.0-2.49,No,College Owned/Operated,No,No,Yes
021-26-7014,Male,ACT,,,18-23,Top Half,2.50-2.99,Yes,College Owned/Operated,No,No,Yes
974-42-1674,Female,SAT,400-499,500-599,,,3.75+,No,College Owned/Operated,No,No,Yes
148-51-4967,Female,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,Yes
458-29-7289,Male,ACT,,,12-17,,1.0-1.99,No,College Owned/Operated,Yes,No,No
579-80-8950,Male,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,Yes
466-09-3757,Female,SAT,500-599,400-499,,,3.50-3.74,No,College Owned/Operated,No,No,Yes
237-57-5151,Male,ACT,,,12-17,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
509-68-0026,Female,SAT,500-599,500-599,,Top Half,3.50-3.74,No,Off-Campus,No,No,Yes
848-88-8272,Female,SAT,500-599,400-499,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
035-51-6060,Female,ACT,,,24-29,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
285-16-8461,Male,ACT,,,12-17,Top Half,3.50-3.74,No,College Owned/Operated,No,No,No
202-19-2094,Female,SAT,500-599,400-499,,,2.50-2.99,No,Off-Campus,No,No,Yes
278-86-8612,Female,SAT,600-699,500-599,,Top Quarter,3.75+,No,College Owned/Operated,No,No,No
699-01-9303,Male,ACT,,,18-23,Top 10,3.00-3.24,No,College Owned/Operated,No,No,Yes
702-48-8606,Male,ACT,,,18-23,,1.0-1.99,No,Off-Campus,No,No,Yes
274-14-8649,Male,ACT,,,18-23,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
478-35-0214,Male,ACT,,,18-23,Top Quarter,1.0-1.99,No,College Owned/Operated,Yes,No,Yes
917-34-7410,Male,ACT,,,18-23,,3.00-3.24,No,College Owned/Operated,No,No,Yes
659-53-7178,Female,SAT,500-599,600-699,,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
262-06-7847,Male,ACT,,,12-17,,3.50-3.74,No,College Owned/Operated,No,No,Yes
128-25-2635,Female,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,No,No
614-64-1665,Female,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
547-16-1416,Male,SAT,700-800,600-699,,Bottom Quarter,2.0-2.49,Yes,College Owned/Operated,No,No,Yes
210-56-8494,Female,ACT,,,18-23,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,No
504-07-0300,Female,SAT,400-499,500-599,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
165-39-5714,Female,SAT,600-699,500-599,,,2.50-2.99,No,Off-Campus,No,No,Yes
582-74-9283,Female,SAT,600-699,500-599,,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
843-71-0145,Female,ACT,,,24-29,Top Quarter,3.00-3.24,No,College Owned/Operated,No,No,Yes
770-06-3103,Male,ACT,,,24-29,Top Quarter,3.50-3.74,No,College Owned/Operated,No,No,Yes
659-89-6343,Male,ACT,,,24-29,Top Half,3.25-3.49,No,Off-Campus,No,No,Yes
492-72-7058,Female,SAT,500-599,500-599,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
037-05-7165,Female,ACT,,,30-36,,3.50-3.74,No,College Owned/Operated,No,No,Yes
185-89-8450,Male,ACT,,,18-23,Bottom Half,3.75+,No,College Owned/Operated,No,No,Yes
752-91-2826,Female,ACT,,,24-29,,3.50-3.74,No,College Owned/Operated,No,No,No
840-41-7268,Male,SAT,500-599,500-599,,Top 10,3.50-3.74,No,College Owned/Operated,No,No,Yes
156-73-0679,Female,ACT,,,18-23,,3.75+,No,Off-Campus,No,No,No
008-57-1965,Male,SAT,500-599,400-499,,,3.25-3.49,No,College Owned/Operated,No,No,No
577-85-8098,Male,ACT,,,24-29,Bottom Quarter,3.25-3.49,No,Off-Campus,No,No,No
804-91-5213,Female,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
072-61-3043,Female,SAT,400-499,500-599,,Bottom Half,3.75+,No,College Owned/Operated,No,No,Yes
215-82-7351,Female,SAT,400-499,500-599,,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,No
268-26-9428,Female,ACT,,,18-23,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
200-91-7386,Female,SAT,500-599,600-699,,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
342-25-9876,Female,ACT,,,18-23,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
248-12-2470,Female,ACT,,,12-17,,3.75+,No,College Owned/Operated,No,No,Yes
498-39-8371,Female,ACT,,,12-17,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,No
446-10-6050,Female,ACT,,,18-23,Bottom Quarter,1.0-1.99,No,College Owned/Operated,No,No,No
315-37-5554,Female,SAT,400-499,500-599,,,1.0-1.99,No,College Owned/Operated,No,No,No
126-08-5514,Male,SAT,500-599,500-599,,Top Quarter,1.0-1.99,No,College Owned/Operated,Yes,No,Yes
608-19-5659,Male,ACT,,,24-29,Bottom Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
163-71-1264,Female,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,No,Yes
460-12-1134,Female,ACT,,,24-29,Top Quarter,3.75+,Yes,Off-Campus,No,No,Yes
612-19-6326,Male,SAT,500-599,400-499,,,3.75+,Yes,College Owned/Operated,No,No,No
372-29-4683,Female,SAT,600-699,400-499,,Bottom Half,2.50-2.99,No,College Owned/Operated,No,No,No
805-18-7629,Female,ACT,,,18-23,Bottom Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
364-62-1644,Male,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,No,No
001-22-7614,Female,ACT,,,18-23,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,No
482-32-0957,Female,ACT,,,18-23,,1.0-1.99,No,Off-Campus,Yes,No,Yes
902-45-7477,Female,ACT,,,24-29,,1.0-1.99,No,College Owned/Operated,No,No,Yes
489-56-3495,Female,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,Yes
705-88-8187,Male,ACT,,,24-29,Top Quarter,2.0-2.49,No,College Owned/Operated,No,No,Yes
969-16-3318,Male,ACT,,,30-36,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
624-00-5268,Female,ACT,,,12-17,,3.25-3.49,No,Off-Campus,No,No,Yes
376-25-5176,Male,SAT,500-599,500-599,,Top Half,3.75+,No,Off-Campus,No,Yes,Yes
085-29-0703,Female,ACT,,,18-23,,3.00-3.24,No,College Owned/Operated,No,No,Yes
339-84-5886,Male,SAT,500-599,300-399,,Top 10,2.50-2.99,No,College Owned/Operated,No,No,No
831-98-4445,Male,ACT,,,18-23,,3.00-3.24,No,College Owned/Operated,No,No,Yes
984-56-7934,Female,ACT,,,18-23,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
639-03-0214,Female,ACT,,,12-17,,1.0-1.99,Yes,College Owned/Operated,Yes,No,No
781-87-0061,Male,SAT,500-599,600-699,,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
491-17-6140,Male,ACT,,,12-17,,2.50-2.99,No,College Owned/Operated,No,No,Yes
813-27-0647,Male,ACT,,,24-29,Top Half,2.50-2.99,No,Off-Campus,No,No,Yes
710-25-7737,Male,ACT,,,18-23,Top Half,2.50-2.99,No,College Owned/Operated,No,No,No
778-64-0037,Male,SAT,500-599,400-499,,Top Half,3.00-3.24,Yes,College Owned/Operated,No,No,No
854-91-0552,Female,ACT,,,24-29,,2.0-2.49,No,Off-Campus,No,No,Yes
041-94-4644,Female,SAT,600-699,500-599,,Top Half,3.25-3.49,Yes,Off-Campus,No,No,No
745-62-1748,Female,ACT,,,12-17,,3.00-3.24,No,College Owned/Operated,No,No,No
399-52-2951,Male,ACT,,,24-29,,3.50-3.74,No,College Owned/Operated,No,No,Yes
387-53-8159,Male,ACT,,,12-17,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
421-58-7787,Female,ACT,,,12-17,,3.75+,Yes,College Owned/Operated,No,No,Yes
168-78-6040,Male,ACT,,,18-23,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
151-45-7191,Male,SAT,500-599,600-699,,,3.00-3.24,No,College Owned/Operated,Yes,No,Yes
173-06-7863,Male,SAT,500-599,500-599,,,3.75+,No,College Owned/Operated,No,No,Yes
564-05-6399,Female,ACT,,,12-17,,3.00-3.24,No,College Owned/Operated,No,No,Yes
899-51-7950,Female,ACT,,,24-29,Top Quarter,3.75+,No,College Owned/Operated,No,No,Yes
073-10-3347,Male,SAT,400-499,500-599,,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
216-53-2864,Female,SAT,500-599,500-599,,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
218-27-5966,Female,SAT,500-599,500-599,,Bottom Quarter,3.75+,No,College Owned/Operated,No,No,Yes
622-17-6527,Male,ACT,,,24-29,Top Half,2.0-2.49,No,College Owned/Operated,No,No,No
811-69-6942,Female,ACT,,,12-17,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,No
571-00-4182,Female,SAT,400-499,500-599,,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
103-98-6025,Male,SAT,500-599,400-499,,Top Quarter,3.00-3.24,No,Off-Campus,No,No,No
266-61-0597,Female,SAT,400-499,500-599,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
046-51-9504,Male,ACT,,,24-29,Top Quarter,3.50-3.74,Yes,College Owned/Operated,No,No,No
909-87-4049,Male,SAT,600-699,600-699,,Top Quarter,2.0-2.49,No,Off-Campus,No,No,Yes
795-88-2849,Female,ACT,,,18-23,,1.0-1.99,No,Off-Campus,No,No,Yes
582-82-1028,Male,ACT,,,12-17,Top Half,3.75+,No,College Owned/Operated,No,No,Yes
677-98-3276,Male,ACT,,,24-29,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
621-08-5470,Female,SAT,700-800,500-599,,,3.75+,Yes,College Owned/Operated,No,No,No
069-41-8607,Female,ACT,,,12-17,,3.25-3.49,No,College Owned/Operated,No,No,Yes
160-83-8078,Female,ACT,,,18-23,,2.0-2.49,No,Off-Campus,No,No,Yes
617-50-5396,Female,SAT,500-599,500-599,,,3.00-3.24,No,College Owned/Operated,No,No,Yes
713-74-3431,Female,ACT,,,18-23,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
226-47-5444,Male,SAT,500-599,500-599,,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
262-63-5395,Female,SAT,400-499,500-599,,,2.50-2.99,No,College Owned/Operated,No,No,No
764-03-5605,Male,SAT,500-599,600-699,,,2.0-2.49,No,Off-Campus,No,No,Yes
952-10-4041,Female,ACT,,,12-17,,3.50-3.74,No,College Owned/Operated,No,No,Yes
490-30-7885,Male,SAT,400-499,500-599,,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
370-48-1145,Female,ACT,,,30-36,,3.00-3.24,No,College Owned/Operated,No,No,Yes
183-27-0492,Male,SAT,600-699,500-599,,Top Half,1.0-1.99,No,College Owned/Operated,No,No,No
318-73-5224,Male,ACT,,,18-23,,2.50-2.99,Yes,College Owned/Operated,No,No,Yes
367-34-7733,Female,SAT,400-499,600-699,,Bottom Quarter,2.0-2.49,No,College Owned/Operated,No,No,Yes
707-94-5383,Female,ACT,,,18-23,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,No
764-45-4786,Male,SAT,500-599,500-599,,Top Half,3.25-3.49,No,Off-Campus,No,No,No
338-62-2761,Male,ACT,,,12-17,,3.50-3.74,No,College Owned/Operated,No,No,Yes
259-35-2293,Female,SAT,600-699,500-599,,Bottom Half,3.75+,No,College Owned/Operated,Yes,No,Yes
172-29-4339,Male,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,Yes
045-71-7964,Male,ACT,,,18-23,,3.75+,Yes,College Owned/Operated,No,No,Yes
811-50-4994,Female,ACT,,,12-17,Bottom Quarter,3.50-3.74,No,College Owned/Operated,No,No,Yes
699-11-5805,Female,SAT,700-800,500-599,,Top Quarter,3.50-3.74,No,College Owned/Operated,No,No,No
928-86-6259,Male,SAT,500-599,400-499,,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,No
101-88-1811,Male,SAT,500-599,500-599,,Bottom Half,3.50-3.74,Yes,College Owned/Operated,No,No,Yes
820-43-4105,Female,SAT,500-599,500-599,,Bottom Half,3.75+,No,College Owned/Operated,No,No,Yes
694-40-6733,Male,ACT,,,12-17,,3.50-3.74,Yes,College Owned/Operated,No,No,Yes
127-11-4277,Female,SAT,400-499,600-699,,Bottom Half,2.50-2.99,No,Off-Campus,No,No,Yes
298-79-2142,Male,SAT,400-499,500-599,,Top 10,3.25-3.49,No,College Owned/Operated,No,Yes,No
240-11-2718,Female,SAT,500-599,500-599,,Top Half,2.50-2.99,No,Off-Campus,No,Yes,Yes
106-90-8724,Female,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,Yes
613-70-7743,Female,ACT,,,12-17,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,No
649-79-2397,Male,SAT,500-599,600-699,,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
900-22-0817,Male,SAT,400-499,300-399,,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
372-97-0400,Female,ACT,,,18-23,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
411-15-6912,Male,ACT,,,18-23,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
230-31-6487,Female,ACT,,,24-29,Top Half,2.0-2.49,Yes,College Owned/Operated,No,No,No
419-44-3973,Male,SAT,500-599,400-499,,Top Quarter,3.50-3.74,No,College Owned/Operated,No,No,Yes
119-90-2527,Female,SAT,500-599,600-699,,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
778-16-7761,Female,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,No,No
234-31-2821,Male,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,No
825-62-1889,Male,SAT,400-499,400-499,,Top Quarter,1.0-1.99,No,College Owned/Operated,No,No,Yes
593-07-1314,Male,SAT,500-599,400-499,,Top Half,3.75+,No,College Owned/Operated,No,No,Yes
276-52-3269,Male,SAT,400-499,500-599,,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
020-60-7172,Female,SAT,500-599,400-499,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
184-38-3514,Female,ACT,,,24-29,,1.0-1.99,No,College Owned/Operated,No,No,Yes
168-55-9007,Male,ACT,,,18-23,,3.00-3.24,No,College Owned/Operated,No,No,Yes
306-73-5653,Male,SAT,500-599,500-599,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
958-44-5294,Female,SAT,500-599,500-599,,,3.50-3.74,No,College Owned/Operated,No,No,No
058-73-8398,Female,SAT,500-599,400-499,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
850-26-6251,Male,ACT,,,24-29,Top Half,3.50-3.74,Yes,College Owned/Operated,No,No,Yes
622-12-7778,Female,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
662-56-8989,Female,ACT,,,24-29,,2.50-2.99,No,College Owned/Operated,No,No,Yes
745-29-8310,Female,ACT,,,30-36,Top Half,3.75+,Yes,Off-Campus,No,No,Yes
530-84-5368,Male,ACT,,,12-17,,1.0-1.99,No,College Owned/Operated,No,No,No
190-44-6701,Male,SAT,400-499,400-499,,Top Half,2.0-2.49,No,College Owned/Operated,Yes,No,No
092-97-7067,Not Disclosed,ACT,,,18-23,Top Half,3.25-3.49,Yes,College Owned/Operated,No,No,Yes
321-78-1421,Female,SAT,500-599,600-699,,Top Half,2.0-2.49,No,College Owned/Operated,Yes,Yes,No
862-43-9328,Male,SAT,500-599,400-499,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
617-73-5631,Female,SAT,500-599,500-599,,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
699-42-2078,Male,SAT,500-599,500-599,,Top Quarter,3.00-3.24,Yes,Off-Campus,No,No,No
300-33-0218,Male,SAT,500-599,600-699,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
619-39-3026,Female,ACT,,,24-29,Top Half,1.0-1.99,No,College Owned/Operated,No,No,No
057-34-0732,Female,SAT,700-800,400-499,,Bottom Half,1.0-1.99,No,College Owned/Operated,Yes,No,No
866-75-6773,Male,ACT,,,12-17,,3.50-3.74,No,College Owned/Operated,No,No,Yes
144-53-2995,Male,SAT,400-499,300-399,,,1.0-1.99,No,College Owned/Operated,No,No,No
488-37-8737,Male,ACT,,,30-36,,3.00-3.24,No,Off-Campus,No,No,Yes
926-96-4339,Male,ACT,,,24-29,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
360-12-3740,Male,ACT,,,12-17,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
594-61-0229,Male,ACT,,,18-23,Top Quarter,2.50-2.99,No,College Owned/Operated,No,No,No
440-24-4411,Male,ACT,,,18-23,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
017-15-7198,Male,SAT,400-499,500-599,,Top Half,2.50-2.99,No,College Owned/Operated,Yes,No,Yes
438-72-4329,Male,SAT,600-699,500-599,,,3.50-3.74,No,College Owned/Operated,No,No,No
612-10-5452,Male,SAT,500-599,500-599,,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
018-01-1395,Female,SAT,600-699,400-499,,,1.0-1.99,Yes,College Owned/Operated,No,No,Yes
015-01-9622,Female,ACT,,,18-23,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
071-53-1601,Female,ACT,,,24-29,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
841-72-0710,Male,SAT,500-599,500-599,,,3.00-3.24,No,Off-Campus,No,No,No
403-71-8279,Female,ACT,,,12-17,Top Quarter,1.0-1.99,No,College Owned/Operated,No,No,Yes
138-62-6355,Male,ACT,,,18-23,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
321-06-2380,Female,SAT,400-499,500-599,,Bottom Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
383-70-3253,Female,ACT,,,12-17,,1.0-1.99,No,College Owned/Operated,No,No,Yes
577-01-7345,Male,ACT,,,18-23,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,No
821-33-8256,Male,ACT,,,18-23,Top Quarter,1.0-1.99,No,College Owned/Operated,No,No,No
763-25-8085,Female,ACT,,,30-36,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
741-67-3592,Male,ACT,,,24-29,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,No
466-24-0481,Female,SAT,500-599,400-499,,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
717-85-9786,Female,ACT,,,18-23,Bottom Half,3.25-3.49,No,College Owned/Operated,No,Yes,No
985-24-3691,Male,ACT,,,30-36,Top Half,2.0-2.49,No,College Owned/Operated,No,No,No
261-84-8113,Male,SAT,400-499,600-699,,Bottom Half,3.75+,Yes,College Owned/Operated,No,No,Yes
344-78-0475,Male,ACT,,,18-23,Bottom Half,3.75+,No,College Owned/Operated,No,No,Yes
934-25-9525,Female,SAT,500-599,600-699,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
533-43-8086,Male,ACT,,,24-29,,3.50-3.74,No,College Owned/Operated,No,No,Yes
264-22-5867,Male,ACT,,,12-17,Top Quarter,3.00-3.24,No,Off-Campus,No,No,Yes
749-82-9446,Female,ACT,,,18-23,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
079-81-7786,Male,SAT,700-800,600-699,,Bottom Half,2.0-2.49,Yes,College Owned/Operated,No,No,Yes
167-97-3091,Male,ACT,,,18-23,Top Half,3.25-3.49,No,College Owned/Operated,No,No,No
496-07-2348,Male,ACT,,,12-17,,2.0-2.49,No,College Owned/Operated,No,No,No
374-56-3012,Male,ACT,,,24-29,Top Quarter,3.00-3.24,No,College Owned/Operated,No,No,Yes
556-78-4031,Male,ACT,,,12-17,,3.50-3.74,No,College Owned/Operated,No,No,Yes
416-67-7289,Female,SAT,500-599,500-599,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
668-33-8344,Male,ACT,,,24-29,Top Half,2.0-2.49,Yes,Off-Campus,No,No,Yes
554-64-7213,Male,SAT,400-499,500-599,,,3.50-3.74,No,College Owned/Operated,No,No,Yes
586-81-4086,Female,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
435-04-0209,Male,ACT,,,12-17,Top Half,3.50-3.74,Yes,College Owned/Operated,No,No,Yes
229-88-3508,Female,SAT,500-599,600-699,,,2.50-2.99,No,College Owned/Operated,No,No,Yes
378-76-1423,Female,ACT,,,24-29,Top Half,2.50-2.99,No,College Owned/Operated,No,No,No
280-20-8657,Female,SAT,500-599,500-599,,,3.75+,No,College Owned/Operated,No,No,Yes
010-99-2668,Female,SAT,400-499,400-499,,Top Quarter,2.50-2.99,No,Off-Campus,No,No,No
033-76-6917,Male,ACT,,,18-23,Top 10,3.75+,Yes,College Owned/Operated,No,No,Yes
747-59-7662,Male,ACT,,,18-23,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
675-18-0483,Male,ACT,,,18-23,,3.75+,No,College Owned/Operated,No,No,Yes
764-12-9706,Female,ACT,,,18-23,,3.75+,No,College Owned/Operated,No,No,Yes
230-81-6060,Male,ACT,,,18-23,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
934-24-1225,Trans,ACT,,,18-23,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
494-74-6283,Male,SAT,600-699,500-599,,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
003-78-3403,Female,ACT,,,18-23,Bottom Half,3.25-3.49,Yes,College Owned/Operated,No,No,Yes
609-89-4204,Male,SAT,600-699,600-699,,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
185-46-0896,Male,ACT,,,24-29,Bottom Quarter,3.00-3.24,No,College Owned/Operated,No,No,Yes
009-90-8701,Male,SAT,600-699,600-699,,Top Quarter,3.00-3.24,No,Off-Campus,No,No,Yes
197-04-2004,Male,SAT,500-599,500-599,,Bottom Half,2.0-2.49,No,Off-Campus,No,No,Yes
243-41-6156,Female,ACT,,,18-23,Top Quarter,1.0-1.99,No,College Owned/Operated,No,No,Yes
547-10-9958,Female,SAT,500-599,500-599,,Bottom Half,3.25-3.49,Yes,Off-Campus,No,No,Yes
685-95-1432,Male,ACT,,,12-17,,2.0-2.49,No,College Owned/Operated,No,No,Yes
119-20-6560,Female,ACT,,,18-23,Bottom Half,2.50-2.99,No,College Owned/Operated,No,No,No
758-03-0196,Male,SAT,500-599,500-599,,,3.50-3.74,No,Off-Campus,No,Yes,Yes
404-69-7577,Female,ACT,,,12-17,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
725-77-8406,Female,ACT,,,18-23,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
429-65-5769,Female,ACT,,,12-17,,2.0-2.49,No,College Owned/Operated,No,No,Yes
028-98-4976,Female,ACT,,,12-17,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,No
054-65-6360,Male,ACT,,,12-17,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,No
875-17-9810,Female,ACT,,,18-23,,3.00-3.24,No,College Owned/Operated,No,No,No
519-74-1841,Female,SAT,500-599,500-599,,Top Quarter,3.25-3.49,No,College Owned/Operated,No,No,No
500-62-4441,Male,ACT,,,18-23,Top Quarter,1.0-1.99,No,College Owned/Operated,No,No,Yes
996-16-8805,Female,ACT,,,30-36,Top Quarter,3.75+,No,College Owned/Operated,No,No,Yes
545-24-4236,Female,SAT,400-499,500-599,,Top Quarter,3.75+,No,College Owned/Operated,No,No,No
573-36-4568,Male,ACT,,,12-17,Bottom Quarter,3.75+,No,College Owned/Operated,No,No,No
