ticket_number,requestor_fname,requestor_lname,owner_group,issue_category,ticket_type,severity,days_open,statisfaction_score,ticket status,created_date
778-622414-0096-4-J,Shandeigh,Stayte,Networking,Hardware,Issue,2 - Medium,23,2 - Satisfied,Open,4/18/2020
681-894189-1918-6-N,Taite,Feaveryear,Hardware,Systems,Issue,0 - Unassigned,7,2 - Satisfied,Closed - No Action,8/26/2020
295-971085-3679-6-X,Wilie,Skym,Software,Software,Issue,2 - Medium,8,3 - Highly Satisfied,Open,9/30/2020
195-927258-3885-0-D,Korie,Davoren,Security and Governance,Access/Login,Issue,0 - Unassigned,24,2 - Satisfied,Open,6/24/2020
662-997523-9036-3-Q,Onofredo,Tebbitt,Software,Software,Issue,1 - Low,24,0 - Unknown,Waiting for Requestor Feedback,4/9/2020
029-888589-9955-6-T,Jess,Farfoot,Networking,Hardware,Request,3 - High,11,3 - Highly Satisfied,Open,9/29/2020
329-596390-6991-8-Z,Amanda,Bothe,Architecture,Hardware,Issue,0 - Unassigned,32,3 - Highly Satisfied,Waiting for Requestor Feedback,4/29/2020
340-007850-9173-7-I,Ewell,Sainteau,Networking,Hardware,Issue,1 - Low,6,2 - Satisfied,Open,4/1/2020
631-967817-2341-0-C,Lynelle,Pinxton,Networking,Systems,Request,1 - Low,26,2 - Satisfied,Waiting for Requestor Feedback,4/15/2020
600-169467-8259-4-M,Shepard,Skill,Architecture,Hardware,Issue,0 - Unassigned,32,2 - Satisfied,Open,4/15/2020
540-182349-9543-6-M,Daryle,Husselbee,Security and Governance,Access/Login,Request,1 - Low,26,0 - Unknown,Open,5/19/2020
883-669312-2017-9-N,Cointon,Lawles,Security and Governance,Access/Login,Request,1 - Low,7,0 - Unknown,Closed - No Action,8/30/2020
023-536067-8572-0-E,Daile,Draysey,Security and Governance,Access/Login,Request,2 - Medium,33,0 - Unknown,Open,3/21/2020
822-440481-5666-7-T,Nomi,MacAne,Networking,Access/Login,Request,0 - Unassigned,35,3 - Highly Satisfied,Open,4/8/2020
126-794119-5650-8-F,Malchy,Dettmar,Software,Access/Login,Request,0 - Unassigned,22,0 - Unknown,Open,9/26/2020
043-413529-9999-9-U,Gabriel,Boliver,Security and Governance,Access/Login,Issue,0 - Unassigned,4,3 - Highly Satisfied,Resolved,4/29/2020
993-453060-2971-5-N,Tasia,Burnsell,Security and Governance,Access/Login,Issue,3 - High,6,3 - Highly Satisfied,Waiting for Requestor Feedback,4/22/2020
060-049215-0433-9-R,Janey,Boosey,Architecture,Systems,Request,0 - Unassigned,37,2 - Satisfied,Open,5/4/2020
749-215744-6435-5-R,Marje,Webland,Networking,Systems,Issue,3 - High,1,1 - Unsatisfied,Resolved,5/28/2020
498-421007-9281-5-Z,Inger,Bedward,Software,Access/Login,Issue,0 - Unassigned,16,2 - Satisfied,Open,4/29/2020
192-647876-4465-8-V,Anastassia,Blaskett,Software,Software,Issue,3 - High,31,0 - Unknown,Open,8/14/2020
191-109018-1627-1-B,Lauraine,Skitch,Hardware,Hardware,Issue,1 - Low,17,0 - Unknown,Waiting for Requestor Feedback,4/14/2020
495-376667-2195-8-I,Esmeralda,Rozanski,Architecture,Systems,Issue,1 - Low,16,0 - Unknown,Resolved,10/9/2020
006-234659-2996-7-W,Kit,Tallet,Networking,Access/Login,Issue,1 - Low,35,0 - Unknown,Resolved,3/24/2020
930-880675-1140-9-S,Valida,Muskett,Architecture,Hardware,Request,0 - Unassigned,21,2 - Satisfied,Waiting for Requestor Feedback,8/12/2020
885-243471-0358-6-U,Quent,Galvan,Networking,Hardware,Issue,0 - Unassigned,7,0 - Unknown,Open,4/4/2020
952-890341-6607-0-S,Jae,Schutze,Security and Governance,Access/Login,Request,0 - Unassigned,20,0 - Unknown,Open,4/26/2020
521-332560-9014-2-I,Mozelle,Hobson,Architecture,Systems,Request,2 - Medium,20,3 - Highly Satisfied,Open,4/8/2020
031-045776-6619-5-P,Eberto,Springall,Security and Governance,Access/Login,Issue,1 - Low,10,0 - Unknown,Open,7/31/2020
499-683000-7560-8-Q,Lyn,Burel,Architecture,Systems,Issue,1 - Low,1,0 - Unknown,Waiting for Requestor Feedback,4/17/2020
590-201405-8146-2-A,Luce,Bore,Hardware,Hardware,Request,0 - Unassigned,15,0 - Unknown,Open,5/9/2020
554-528024-7713-5-T,Ysabel,Chace,Architecture,Systems,Request,1 - Low,9,3 - Highly Satisfied,Open,4/11/2020
006-539712-5311-8-Q,Benedetto,Russam,Software,Software,Request,2 - Medium,9,2 - Satisfied,Open,5/2/2020
071-764558-0899-3-M,Lulu,Druitt,Architecture,Systems,Issue,2 - Medium,11,3 - Highly Satisfied,Open,7/7/2020
678-571278-0102-3-O,Salvador,Wakefield,Architecture,Systems,Request,1 - Low,33,2 - Satisfied,Open,10/21/2020
063-361801-3575-7-I,Terrill,Disney,Security and Governance,Access/Login,Issue,1 - Low,14,1 - Unsatisfied,Resolved,3/15/2020
815-446067-1376-6-Y,Mora,Basire,Software,Software,Request,1 - Low,27,0 - Unknown,Open,9/2/2020
621-996946-0017-2-S,Zola,Paunsford,Networking,Hardware,Request,2 - Medium,16,1 - Unsatisfied,Waiting for Requestor Feedback,9/6/2020
055-019664-4391-4-F,Tyler,McKinlay,Architecture,Systems,Issue,2 - Medium,22,1 - Unsatisfied,Closed - No Action,10/20/2020
385-021822-1973-0-Z,Hester,Langtree,Hardware,Systems,Request,3 - High,22,1 - Unsatisfied,Open,4/20/2020
910-294422-5719-0-Q,Mella,Kernaghan,Security and Governance,Access/Login,Issue,0 - Unassigned,15,0 - Unknown,Open,7/6/2020
200-655463-9194-9-M,Madalena,Groger,Software,Access/Login,Issue,0 - Unassigned,32,0 - Unknown,Open,9/12/2020
596-995941-1504-6-D,Jamie,Llewellyn,Software,Software,Request,1 - Low,2,1 - Unsatisfied,Open,9/24/2020
834-254884-9350-1-V,Liv,Stoner,Security and Governance,Access/Login,Request,3 - High,23,0 - Unknown,Open,5/10/2020
667-847218-1197-5-F,Catrina,Shiliton,Hardware,Hardware,Request,3 - High,28,2 - Satisfied,Open,8/17/2020
017-865607-4802-8-Y,Ina,MacCartan,Security and Governance,Access/Login,Request,0 - Unassigned,1,3 - Highly Satisfied,Open,10/19/2020
471-219089-0672-7-N,Giana,Pittam,Architecture,Systems,Request,1 - Low,2,1 - Unsatisfied,Open,10/24/2020
624-219443-8293-4-M,Veriee,Raylton,Networking,Access/Login,Issue,1 - Low,37,2 - Satisfied,Closed - No Action,6/25/2020
773-919978-4464-2-A,Hyatt,Chazette,Software,Access/Login,Issue,1 - Low,2,0 - Unknown,Open,8/13/2020
635-630191-4549-1-U,Hamlin,Rylstone,Hardware,Hardware,Issue,1 - Low,14,1 - Unsatisfied,Resolved,8/17/2020
610-054835-7100-7-P,Xymenes,Butland,Software,Access/Login,Issue,1 - Low,24,0 - Unknown,Open,9/16/2020
255-010915-0497-8-P,Kermit,Vella,Networking,Access/Login,Request,0 - Unassigned,17,2 - Satisfied,Open,7/2/2020
771-223275-5684-1-U,Jo,Hawkslee,Hardware,Hardware,Issue,0 - Unassigned,31,1 - Unsatisfied,Open,9/13/2020
217-787315-2651-8-B,Benton,Olford,Networking,Hardware,Request,2 - Medium,25,2 - Satisfied,Resolved,3/5/2020
768-711602-2203-3-P,Beryle,Antunes,Hardware,Hardware,Issue,3 - High,34,2 - Satisfied,Open,3/19/2020
982-534575-2633-1-U,Leeanne,Simmers,Software,Software,Issue,1 - Low,12,3 - Highly Satisfied,Open,6/2/2020
219-379147-9386-7-O,Aguie,Cruce,Security and Governance,Access/Login,Request,0 - Unassigned,27,0 - Unknown,Waiting for Requestor Feedback,4/9/2020
366-891962-0422-2-D,Godart,Sybbe,Networking,Systems,Request,1 - Low,23,2 - Satisfied,Resolved,9/17/2020
614-049139-2342-2-E,Felicia,Kerkham,Hardware,Hardware,Request,1 - Low,33,0 - Unknown,Open,3/19/2020
355-033926-8819-1-U,Francois,Cluely,Hardware,Systems,Issue,3 - High,35,2 - Satisfied,Resolved,4/25/2020
406-886519-2134-7-V,Cash,Broadbury,Security and Governance,Access/Login,Issue,2 - Medium,8,0 - Unknown,Open,6/8/2020
134-199268-0233-6-A,Merrie,Sapsed,Software,Software,Request,1 - Low,24,3 - Highly Satisfied,Open,7/13/2020
227-974745-1226-5-K,Nerta,Hember,Software,Access/Login,Issue,0 - Unassigned,24,0 - Unknown,Resolved,9/5/2020
430-215658-5552-9-X,Natka,Gaynesford,Networking,Access/Login,Issue,2 - Medium,11,3 - Highly Satisfied,Open,4/23/2020
454-059136-3627-5-A,Clarisse,Daspar,Networking,Access/Login,Issue,0 - Unassigned,28,2 - Satisfied,Open,6/1/2020
622-636136-3991-7-H,Bibby,Romeuf,Architecture,Hardware,Request,0 - Unassigned,31,0 - Unknown,Open,7/20/2020
687-882116-1373-1-W,Lorna,Callcott,Software,Access/Login,Request,3 - High,17,1 - Unsatisfied,Closed - No Action,10/28/2020
292-047027-6943-8-S,Georgeta,Dunkirk,Networking,Hardware,Request,1 - Low,7,2 - Satisfied,Resolved,9/18/2020
238-388064-6446-7-O,Leontine,Owers,Hardware,Hardware,Issue,0 - Unassigned,37,0 - Unknown,Resolved,7/31/2020
381-767974-7979-0-I,Saunder,Nowick,Software,Software,Issue,2 - Medium,3,0 - Unknown,Open,6/29/2020
910-953563-9256-2-M,Wright,Kelsey,Security and Governance,Access/Login,Issue,3 - High,23,0 - Unknown,Resolved,10/30/2020
406-313599-0809-3-O,Randie,Sandey,Hardware,Systems,Issue,3 - High,31,2 - Satisfied,Resolved,4/24/2020
927-776231-5953-0-I,Charlton,Calliss,Hardware,Systems,Issue,1 - Low,23,3 - Highly Satisfied,Open,4/18/2020
532-835326-8933-5-R,Etty,Burnhams,Security and Governance,Access/Login,Request,2 - Medium,8,0 - Unknown,Open,6/12/2020
532-685762-7990-6-K,Mathian,Macek,Security and Governance,Access/Login,Request,0 - Unassigned,23,3 - Highly Satisfied,Open,4/5/2020
844-098372-7255-1-R,Sydelle,Skeels,Security and Governance,Access/Login,Issue,0 - Unassigned,8,3 - Highly Satisfied,Open,7/18/2020
797-015591-7189-2-B,Haily,Turpin,Networking,Access/Login,Issue,3 - High,16,2 - Satisfied,Open,5/18/2020
604-348032-3068-1-L,Violette,Geratt,Security and Governance,Access/Login,Request,2 - Medium,13,3 - Highly Satisfied,Waiting for Requestor Feedback,9/16/2020
112-746191-1491-4-J,Gerhardt,Rodman,Architecture,Hardware,Request,0 - Unassigned,7,1 - Unsatisfied,Resolved,7/28/2020
711-185470-7422-4-D,Zebulen,Mouget,Hardware,Systems,Request,0 - Unassigned,8,3 - Highly Satisfied,Waiting for Requestor Feedback,10/4/2020
840-011585-8620-7-X,Marguerite,Huguenet,Security and Governance,Access/Login,Request,0 - Unassigned,27,0 - Unknown,Open,4/3/2020
093-122599-4235-2-W,Noak,Lunnon,Networking,Systems,Issue,1 - Low,22,2 - Satisfied,Open,5/26/2020
529-817546-3365-2-M,Barnard,Baalham,Software,Access/Login,Issue,0 - Unassigned,19,0 - Unknown,Resolved,4/21/2020
924-385835-2177-5-Z,Lynett,Wheelwright,Hardware,Hardware,Request,0 - Unassigned,11,3 - Highly Satisfied,Open,3/1/2020
553-464327-4918-9-E,Ailee,Gladhill,Software,Software,Issue,0 - Unassigned,16,0 - Unknown,Open,9/16/2020
732-270062-4012-2-Z,Norah,Bosson,Networking,Access/Login,Issue,1 - Low,34,1 - Unsatisfied,Open,8/2/2020
604-388301-0182-2-L,Hank,Bennion,Architecture,Systems,Issue,3 - High,31,3 - Highly Satisfied,Resolved,3/17/2020
534-628100-6099-4-P,Gilberte,Smeeton,Software,Software,Issue,2 - Medium,15,2 - Satisfied,Waiting for Requestor Feedback,6/9/2020
781-818393-3547-3-F,Celina,Novic,Architecture,Systems,Issue,3 - High,12,2 - Satisfied,Open,3/20/2020
283-797657-4308-5-P,Paton,Clarkson,Security and Governance,Access/Login,Issue,0 - Unassigned,4,0 - Unknown,Open,8/22/2020
850-067405-8110-8-R,Page,Baser,Security and Governance,Access/Login,Issue,0 - Unassigned,5,1 - Unsatisfied,Open,10/19/2020
949-264677-4376-5-N,Adriane,Phuprate,Architecture,Systems,Issue,3 - High,27,3 - Highly Satisfied,Open,10/30/2020
622-311363-5031-1-G,Cece,Stoffersen,Hardware,Systems,Request,3 - High,5,0 - Unknown,Open,10/3/2020
209-901020-1992-0-K,Enid,Bredbury,Hardware,Hardware,Request,2 - Medium,4,0 - Unknown,Open,8/25/2020
819-139680-1948-6-G,Nissie,Seeks,Architecture,Systems,Request,3 - High,14,0 - Unknown,Open,3/5/2020
679-121343-5030-3-J,Orelie,Murison,Architecture,Hardware,Issue,1 - Low,24,2 - Satisfied,Open,9/12/2020
102-996831-1336-9-M,Garrard,Hanes,Architecture,Hardware,Request,3 - High,27,2 - Satisfied,Open,8/23/2020
386-434983-7144-5-V,Lois,Nudd,Security and Governance,Access/Login,Issue,2 - Medium,32,0 - Unknown,Open,3/6/2020
110-758759-4469-5-F,Erick,Angier,Networking,Systems,Request,2 - Medium,29,0 - Unknown,Open,3/26/2020
397-029861-4765-9-H,Henrieta,Petticrew,Software,Software,Issue,3 - High,25,3 - Highly Satisfied,Waiting for Requestor Feedback,5/13/2020
088-826386-0859-4-R,Mercy,Mecchi,Networking,Access/Login,Issue,3 - High,16,0 - Unknown,Waiting for Requestor Feedback,4/5/2020
605-685044-9774-7-C,Alie,Dunbleton,Software,Software,Issue,3 - High,20,2 - Satisfied,Open,9/11/2020
668-695216-8795-5-H,Melisa,Tozer,Networking,Systems,Issue,0 - Unassigned,11,2 - Satisfied,Open,3/5/2020
180-678489-8778-4-C,Axe,Gosnall,Architecture,Hardware,Issue,2 - Medium,31,0 - Unknown,Open,6/8/2020
795-517966-0730-0-U,Thomas,Sharplin,Networking,Systems,Request,1 - Low,34,2 - Satisfied,Waiting for Requestor Feedback,10/27/2020
689-786051-6212-3-N,Teresa,Grono,Security and Governance,Access/Login,Issue,0 - Unassigned,37,0 - Unknown,Waiting for Requestor Feedback,4/27/2020
260-355129-2335-2-L,Halimeda,Pearson,Networking,Systems,Issue,1 - Low,20,2 - Satisfied,Open,9/5/2020
991-484407-9860-9-L,Malinda,Davidow,Security and Governance,Access/Login,Issue,2 - Medium,35,0 - Unknown,Open,5/5/2020
970-546795-5112-8-A,Averill,O'Garmen,Security and Governance,Access/Login,Issue,3 - High,9,1 - Unsatisfied,Open,5/9/2020
688-297881-2616-1-U,Leopold,Sushams,Architecture,Hardware,Request,2 - Medium,21,1 - Unsatisfied,Open,10/24/2020
524-165289-8021-6-R,Smitty,Pighills,Software,Software,Request,2 - Medium,3,3 - Highly Satisfied,Open,10/11/2020
513-985904-7479-1-O,Jobyna,Giacoppoli,Hardware,Hardware,Issue,1 - Low,23,2 - Satisfied,Resolved,6/23/2020
748-624509-3757-8-F,Alric,Tydeman,Security and Governance,Access/Login,Issue,2 - Medium,5,0 - Unknown,Open,5/28/2020
768-532759-8149-0-Z,Udell,Cawthron,Software,Software,Issue,2 - Medium,17,2 - Satisfied,Resolved,8/18/2020
533-859001-7836-8-W,Charisse,Beall,Security and Governance,Access/Login,Issue,2 - Medium,26,3 - Highly Satisfied,Open,7/10/2020
789-414271-6736-0-U,Imelda,Abthorpe,Security and Governance,Access/Login,Request,2 - Medium,35,2 - Satisfied,Open,3/19/2020
610-029131-1165-1-H,Pammi,Harnwell,Hardware,Systems,Issue,1 - Low,17,0 - Unknown,Open,10/23/2020
101-181784-8724-0-E,Giffie,Gabey,Networking,Systems,Issue,2 - Medium,21,0 - Unknown,Open,3/22/2020
583-844883-0991-9-R,Clarance,Wilshin,Software,Software,Request,2 - Medium,8,3 - Highly Satisfied,Open,3/2/2020
478-034488-0719-9-O,Almeta,Pavy,Architecture,Hardware,Request,2 - Medium,10,2 - Satisfied,Open,5/26/2020
323-981178-0746-6-X,Abbey,Rubery,Architecture,Hardware,Issue,0 - Unassigned,25,2 - Satisfied,Open,6/29/2020
742-129864-3235-5-H,Misti,Culmer,Security and Governance,Access/Login,Issue,0 - Unassigned,20,2 - Satisfied,Open,8/6/2020
272-816808-5874-2-J,Mark,Rawood,Security and Governance,Access/Login,Issue,2 - Medium,29,0 - Unknown,Open,6/17/2020
794-328617-9097-5-I,Luci,Mercy,Hardware,Hardware,Issue,0 - Unassigned,30,0 - Unknown,Open,8/28/2020
229-573177-4123-9-T,Ernaline,Belfitt,Architecture,Systems,Request,1 - Low,21,1 - Unsatisfied,Open,4/23/2020
559-145660-8085-6-X,Daryl,Carn,Networking,Systems,Request,2 - Medium,21,3 - Highly Satisfied,Open,6/21/2020
091-749197-4245-9-H,Janeta,Isaacson,Architecture,Systems,Request,0 - Unassigned,37,2 - Satisfied,Waiting for Requestor Feedback,8/11/2020
394-715419-1626-2-J,Viole,Tilsley,Security and Governance,Access/Login,Issue,3 - High,36,0 - Unknown,Open,5/25/2020
706-003388-6588-8-B,Dew,Pickhaver,Software,Access/Login,Issue,2 - Medium,5,3 - Highly Satisfied,Open,5/23/2020
945-591286-5034-0-O,Bernie,Waldrum,Software,Software,Request,2 - Medium,26,0 - Unknown,Open,6/3/2020
815-462658-6552-7-U,Bendick,Ledward,Hardware,Hardware,Issue,3 - High,32,2 - Satisfied,Open,7/9/2020
908-991461-0645-7-J,Claiborne,Blaver,Security and Governance,Access/Login,Issue,1 - Low,6,2 - Satisfied,Open,10/28/2020
610-261689-2159-7-O,Vladimir,Wheowall,Hardware,Systems,Issue,3 - High,29,2 - Satisfied,Resolved,8/10/2020
523-147233-0208-0-Z,Pierette,Skoof,Software,Access/Login,Request,0 - Unassigned,9,2 - Satisfied,Open,4/9/2020
451-514158-7441-9-R,Cart,Hagley,Software,Software,Issue,0 - Unassigned,11,0 - Unknown,Open,9/13/2020
663-876132-5127-8-V,Dion,Plom,Networking,Access/Login,Request,0 - Unassigned,17,3 - Highly Satisfied,Waiting for Requestor Feedback,5/22/2020
819-891030-2366-5-I,Dew,Boote,Networking,Hardware,Request,2 - Medium,21,1 - Unsatisfied,Resolved,9/11/2020
688-529291-7562-4-P,Solomon,Swaffer,Networking,Access/Login,Issue,0 - Unassigned,14,0 - Unknown,Open,10/9/2020
358-874243-5937-8-A,Tyne,Loomes,Software,Access/Login,Request,2 - Medium,17,2 - Satisfied,Open,6/25/2020
170-033290-4118-8-I,Graeme,Skelhorn,Security and Governance,Access/Login,Issue,2 - Medium,18,3 - Highly Satisfied,Open,7/6/2020
731-385711-6913-6-M,Michaella,Watkin,Software,Software,Request,1 - Low,11,3 - Highly Satisfied,Open,10/19/2020
576-039529-1198-9-H,Jania,Kisar,Security and Governance,Access/Login,Request,0 - Unassigned,12,0 - Unknown,Open,10/27/2020
981-484744-9472-2-F,Marcy,Beri,Security and Governance,Access/Login,Issue,2 - Medium,6,0 - Unknown,Open,8/20/2020
218-464674-2697-1-G,Marylin,Duval,Architecture,Hardware,Issue,1 - Low,20,3 - Highly Satisfied,Open,7/19/2020
492-189392-2102-0-G,Cesar,Burless,Networking,Systems,Issue,1 - Low,21,1 - Unsatisfied,Open,10/18/2020
657-244330-7437-6-Y,Rem,Pipet,Networking,Access/Login,Issue,0 - Unassigned,26,2 - Satisfied,Open,8/31/2020
666-403733-5207-0-Z,Bertina,Garstan,Networking,Systems,Issue,0 - Unassigned,21,2 - Satisfied,Open,9/9/2020
694-146425-8483-8-F,Bryce,Mattiessen,Networking,Hardware,Issue,2 - Medium,15,0 - Unknown,Open,8/3/2020
387-007050-3019-8-L,Margarita,Spandley,Architecture,Hardware,Issue,1 - Low,20,3 - Highly Satisfied,Open,9/8/2020
671-692697-2561-7-V,Buffy,Blount,Hardware,Hardware,Request,0 - Unassigned,12,0 - Unknown,Resolved,9/1/2020
732-225795-6545-9-H,Delphine,Lawrey,Security and Governance,Access/Login,Request,0 - Unassigned,21,3 - Highly Satisfied,Waiting for Requestor Feedback,6/8/2020
219-828189-2342-3-J,Burnaby,Bradmore,Architecture,Systems,Issue,1 - Low,14,0 - Unknown,Resolved,3/8/2020
687-266510-5299-2-P,Rockwell,Ovize,Networking,Systems,Request,1 - Low,10,0 - Unknown,Open,7/11/2020
568-143829-5556-8-I,Annice,Vaszoly,Hardware,Hardware,Request,2 - Medium,26,2 - Satisfied,Open,9/24/2020
889-281295-8023-9-X,Wes,Hoppner,Architecture,Systems,Issue,2 - Medium,18,2 - Satisfied,Resolved,3/23/2020
395-928918-7428-8-M,Earlie,Baldacchino,Architecture,Systems,Request,3 - High,29,0 - Unknown,Open,7/17/2020
932-293302-2993-9-F,Leyla,MacTimpany,Security and Governance,Access/Login,Issue,0 - Unassigned,25,0 - Unknown,Resolved,9/17/2020
277-823518-7064-9-V,Noelyn,Jurisic,Security and Governance,Access/Login,Issue,0 - Unassigned,29,3 - Highly Satisfied,Open,7/14/2020
097-163166-8724-8-B,Flemming,O'Scully,Software,Access/Login,Request,0 - Unassigned,23,3 - Highly Satisfied,Open,7/8/2020
092-792382-7510-2-T,Georgeta,Vallentin,Security and Governance,Access/Login,Issue,3 - High,23,0 - Unknown,Open,7/6/2020
370-813551-5927-3-R,Muffin,Leber,Software,Access/Login,Request,2 - Medium,27,0 - Unknown,Open,9/20/2020
900-620718-6432-8-I,Marcie,Sygrove,Hardware,Systems,Issue,3 - High,6,3 - Highly Satisfied,Waiting for Requestor Feedback,3/21/2020
856-131341-0145-8-N,Hube,Rubbens,Security and Governance,Access/Login,Request,3 - High,1,0 - Unknown,Open,4/9/2020
801-646573-7676-4-R,Kellby,Corby,Security and Governance,Access/Login,Issue,3 - High,7,2 - Satisfied,Open,8/3/2020
869-099352-0209-3-H,Ernestus,Bertie,Networking,Systems,Request,1 - Low,8,3 - Highly Satisfied,Resolved,7/17/2020
125-243157-7191-3-I,Neal,Sircombe,Security and Governance,Access/Login,Request,1 - Low,18,1 - Unsatisfied,Open,6/12/2020
015-973914-1892-2-Z,Dyann,Farfolomeev,Hardware,Systems,Issue,3 - High,2,3 - Highly Satisfied,Open,7/10/2020
308-373220-6856-7-E,Sharline,Torritti,Software,Software,Issue,2 - Medium,28,0 - Unknown,Open,10/14/2020
872-388416-8276-7-T,Cassandry,Iddins,Networking,Hardware,Request,1 - Low,6,3 - Highly Satisfied,Open,5/8/2020
038-244167-8239-9-D,Dorothy,Vasenkov,Hardware,Systems,Issue,2 - Medium,27,2 - Satisfied,Open,3/20/2020
900-967047-4356-1-L,Sander,Verduin,Security and Governance,Access/Login,Request,3 - High,7,0 - Unknown,Waiting for Requestor Feedback,5/25/2020
551-369248-1895-8-J,Roderigo,Spillman,Hardware,Hardware,Request,0 - Unassigned,22,0 - Unknown,Open,7/29/2020
348-428344-0899-3-V,Linnet,O'Glessane,Hardware,Systems,Issue,0 - Unassigned,20,0 - Unknown,Waiting for Requestor Feedback,6/24/2020
684-291637-9555-8-N,Kettie,Freeberne,Architecture,Systems,Issue,2 - Medium,5,0 - Unknown,Open,3/20/2020
335-457894-1803-6-O,Lindsey,Beneteau,Architecture,Systems,Issue,1 - Low,6,2 - Satisfied,Waiting for Requestor Feedback,4/13/2020
393-480717-7083-8-F,Toni,Phillis,Architecture,Systems,Issue,2 - Medium,11,2 - Satisfied,Open,8/5/2020
659-793432-9911-2-M,Joaquin,Whittington,Networking,Access/Login,Issue,1 - Low,31,3 - Highly Satisfied,Open,5/6/2020
272-286476-9129-8-V,Witty,Neumann,Hardware,Systems,Issue,0 - Unassigned,12,2 - Satisfied,Open,3/27/2020
653-692115-2306-1-T,Chelsea,Burmaster,Networking,Hardware,Issue,1 - Low,29,0 - Unknown,Open,7/29/2020
672-178619-0555-4-K,Bernice,Ferrara,Hardware,Hardware,Issue,2 - Medium,36,2 - Satisfied,Open,10/15/2020
981-682138-6100-0-O,Germana,Peter,Software,Software,Request,0 - Unassigned,33,0 - Unknown,Open,4/26/2020
575-467148-7694-6-Q,Vaughan,Pargetter,Security and Governance,Access/Login,Request,0 - Unassigned,29,2 - Satisfied,Open,10/13/2020
799-488649-0555-8-N,Kelbee,Lucius,Software,Access/Login,Request,2 - Medium,14,0 - Unknown,Open,10/3/2020
